"","HLTH_SERVICE_DLVR_AREA_NAME","year","month","date","pm25","scenario","background_pm25","wildfire_pm25"
"1","East Kootenay",2012,1,2012-01-01,8.49178220090104,"historical",NA,NA
"2","East Kootenay",2012,2,2012-02-01,9.06619427443501,"historical",NA,NA
"3","East Kootenay",2012,3,2012-03-01,7.39491496688537,"historical",NA,NA
"4","East Kootenay",2012,4,2012-04-01,6.37778831287501,"historical",NA,NA
"5","East Kootenay",2012,5,2012-05-01,5.99716400502491,"historical",NA,NA
"6","East Kootenay",2012,6,2012-06-01,5.75426805518194,"historical",NA,NA
"7","East Kootenay",2012,7,2012-07-01,7.23751942728233,"historical",NA,NA
"8","East Kootenay",2012,8,2012-08-01,6.74508414408348,"historical",NA,NA
"9","East Kootenay",2012,9,2012-09-01,7.63539290704016,"historical",NA,NA
"10","East Kootenay",2012,10,2012-10-01,7.04754489259018,"historical",NA,NA
"11","East Kootenay",2012,11,2012-11-01,7.82588676674442,"historical",NA,NA
"12","East Kootenay",2012,12,2012-12-01,7.80137723465391,"historical",NA,NA
"13","East Kootenay",2013,1,2013-01-01,9.42486242003158,"historical",NA,NA
"14","East Kootenay",2013,2,2013-02-01,8.96727855975196,"historical",NA,NA
"15","East Kootenay",2013,3,2013-03-01,7.63222382901113,"historical",NA,NA
"16","East Kootenay",2013,4,2013-04-01,6.2922590835277,"historical",NA,NA
"17","East Kootenay",2013,5,2013-05-01,5.73094694254614,"historical",NA,NA
"18","East Kootenay",2013,6,2013-06-01,5.71676893690681,"historical",NA,NA
"19","East Kootenay",2013,7,2013-07-01,6.05434479053801,"historical",NA,NA
"20","East Kootenay",2013,8,2013-08-01,8.3977492051336,"historical",NA,NA
"21","East Kootenay",2013,9,2013-09-01,6.36637502064443,"historical",NA,NA
"22","East Kootenay",2013,10,2013-10-01,8.59439501669061,"historical",NA,NA
"23","East Kootenay",2013,11,2013-11-01,9.9185469023514,"historical",NA,NA
"24","East Kootenay",2013,12,2013-12-01,8.78228414932908,"historical",NA,NA
"25","East Kootenay",2014,1,2014-01-01,9.17205709000816,"historical",NA,NA
"26","East Kootenay",2014,2,2014-02-01,8.45967230259163,"historical",NA,NA
"27","East Kootenay",2014,3,2014-03-01,7.60959103018224,"historical",NA,NA
"28","East Kootenay",2014,4,2014-04-01,6.33002835486343,"historical",NA,NA
"29","East Kootenay",2014,5,2014-05-01,5.7426875139966,"historical",NA,NA
"30","East Kootenay",2014,6,2014-06-01,5.41332740158017,"historical",NA,NA
"31","East Kootenay",2014,7,2014-07-01,9.1607640721888,"historical",NA,NA
"32","East Kootenay",2014,8,2014-08-01,11.9275076460361,"historical",NA,NA
"33","East Kootenay",2014,9,2014-09-01,5.78004312192384,"historical",NA,NA
"34","East Kootenay",2014,10,2014-10-01,7.20951555747263,"historical",NA,NA
"35","East Kootenay",2014,11,2014-11-01,9.07688791822205,"historical",NA,NA
"36","East Kootenay",2014,12,2014-12-01,9.16614208483546,"historical",NA,NA
"37","East Kootenay",2015,1,2015-01-01,9.43408245067815,"historical",NA,NA
"38","East Kootenay",2015,2,2015-02-01,8.52409304620261,"historical",NA,NA
"39","East Kootenay",2015,3,2015-03-01,7.653186062081,"historical",NA,NA
"40","East Kootenay",2015,4,2015-04-01,5.90026177529671,"historical",NA,NA
"41","East Kootenay",2015,5,2015-05-01,5.99372173843819,"historical",NA,NA
"42","East Kootenay",2015,6,2015-06-01,6.17284593517129,"historical",NA,NA
"43","East Kootenay",2015,7,2015-07-01,9.16408361621176,"historical",NA,NA
"44","East Kootenay",2015,8,2015-08-01,24.0811392316044,"historical",NA,NA
"45","East Kootenay",2015,9,2015-09-01,6.49008358943344,"historical",NA,NA
"46","East Kootenay",2015,10,2015-10-01,7.78534087785914,"historical",NA,NA
"47","East Kootenay",2015,11,2015-11-01,9.30816678204951,"historical",NA,NA
"48","East Kootenay",2015,12,2015-12-01,9.60362801635981,"historical",NA,NA
"49","East Kootenay",2016,1,2016-01-01,9.45028085940541,"historical",NA,NA
"50","East Kootenay",2016,2,2016-02-01,8.97441116183828,"historical",NA,NA
"51","East Kootenay",2016,3,2016-03-01,7.60217338398314,"historical",NA,NA
"52","East Kootenay",2016,4,2016-04-01,6.58706704574911,"historical",NA,NA
"53","East Kootenay",2016,5,2016-05-01,6.25050215393466,"historical",NA,NA
"54","East Kootenay",2016,6,2016-06-01,6.16931621923837,"historical",NA,NA
"55","East Kootenay",2016,7,2016-07-01,5.7733260860586,"historical",NA,NA
"56","East Kootenay",2016,8,2016-08-01,6.84813027689596,"historical",NA,NA
"57","East Kootenay",2016,9,2016-09-01,6.14591511197175,"historical",NA,NA
"58","East Kootenay",2016,10,2016-10-01,7.9165749835921,"historical",NA,NA
"59","East Kootenay",2016,11,2016-11-01,9.8556583546539,"historical",NA,NA
"60","East Kootenay",2016,12,2016-12-01,9.13344449837474,"historical",NA,NA
"61","East Kootenay",2017,1,2017-01-01,9.32669589047939,"historical",NA,NA
"62","East Kootenay",2017,2,2017-02-01,8.62826693970746,"historical",NA,NA
"63","East Kootenay",2017,3,2017-03-01,7.77033532237509,"historical",NA,NA
"64","East Kootenay",2017,4,2017-04-01,6.50759145845762,"historical",NA,NA
"65","East Kootenay",2017,5,2017-05-01,6.4431835027528,"historical",NA,NA
"66","East Kootenay",2017,6,2017-06-01,6.11483976000085,"historical",NA,NA
"67","East Kootenay",2017,7,2017-07-01,10.0257162220008,"historical",NA,NA
"68","East Kootenay",2017,8,2017-08-01,29.1191349671717,"historical",NA,NA
"69","East Kootenay",2017,9,2017-09-01,33.1235490683374,"historical",NA,NA
"70","East Kootenay",2017,10,2017-10-01,8.22288394848141,"historical",NA,NA
"71","East Kootenay",2017,11,2017-11-01,9.1518282563629,"historical",NA,NA
"72","East Kootenay",2017,12,2017-12-01,9.98621274779035,"historical",NA,NA
"73","East Kootenay",2018,1,2018-01-01,8.8339099094645,"historical",NA,NA
"74","East Kootenay",2018,2,2018-02-01,8.69047905915332,"historical",NA,NA
"75","East Kootenay",2018,3,2018-03-01,8.28717551169643,"historical",NA,NA
"76","East Kootenay",2018,4,2018-04-01,7.26935772055856,"historical",NA,NA
"77","East Kootenay",2018,5,2018-05-01,6.49255742662397,"historical",NA,NA
"78","East Kootenay",2018,6,2018-06-01,6.39361496746601,"historical",NA,NA
"79","East Kootenay",2018,7,2018-07-01,8.78715420433641,"historical",NA,NA
"80","East Kootenay",2018,8,2018-08-01,42.2508379505877,"historical",NA,NA
"81","East Kootenay",2018,9,2018-09-01,9.31526430276108,"historical",NA,NA
"82","East Kootenay",2018,10,2018-10-01,8.52018789643891,"historical",NA,NA
"83","East Kootenay",2018,11,2018-11-01,9.62843120738581,"historical",NA,NA
"84","East Kootenay",2018,12,2018-12-01,9.33583442817849,"historical",NA,NA
"85","East Kootenay",2019,1,2019-01-01,8.95454813078919,"historical",NA,NA
"86","East Kootenay",2019,2,2019-02-01,8.5005977790298,"historical",NA,NA
"87","East Kootenay",2019,3,2019-03-01,8.05622236544597,"historical",NA,NA
"88","East Kootenay",2019,4,2019-04-01,5.67916033687648,"historical",NA,NA
"89","East Kootenay",2019,5,2019-05-01,7.24544925149622,"historical",NA,NA
"90","East Kootenay",2019,6,2019-06-01,6.6210890698481,"historical",NA,NA
"91","East Kootenay",2019,7,2019-07-01,8.00758319325566,"historical",NA,NA
"92","East Kootenay",2019,8,2019-08-01,6.35865843125294,"historical",NA,NA
"93","East Kootenay",2019,9,2019-09-01,5.78179027351732,"historical",NA,NA
"94","East Kootenay",2019,10,2019-10-01,7.61964871665182,"historical",NA,NA
"95","East Kootenay",2019,11,2019-11-01,9.86103796404467,"historical",NA,NA
"96","East Kootenay",2019,12,2019-12-01,9.5827656723019,"historical",NA,NA
"97","East Kootenay",2020,1,2020-01-01,9.09091797565603,"historical",NA,NA
"98","East Kootenay",2020,2,2020-02-01,8.90746463928006,"historical",NA,NA
"99","East Kootenay",2020,3,2020-03-01,7.59785139041233,"historical",NA,NA
"100","East Kootenay",2020,4,2020-04-01,6.8243874904906,"historical",NA,NA
"101","East Kootenay",2020,5,2020-05-01,5.76885803086532,"historical",NA,NA
"102","East Kootenay",2020,6,2020-06-01,5.78068962836373,"historical",NA,NA
"103","East Kootenay",2020,7,2020-07-01,6.28876783185724,"historical",NA,NA
"104","East Kootenay",2020,8,2020-08-01,8.6384243111939,"historical",NA,NA
"105","East Kootenay",2020,9,2020-09-01,17.577803945915,"historical",NA,NA
"106","East Kootenay",2020,10,2020-10-01,7.83117255774917,"historical",NA,NA
"107","East Kootenay",2020,11,2020-11-01,8.49889574691203,"historical",NA,NA
"108","East Kootenay",2020,12,2020-12-01,9.71068215544039,"historical",NA,NA
"109","East Kootenay",2021,1,2021-01-01,9.11994266798723,"historical",NA,NA
"110","East Kootenay",2021,2,2021-02-01,8.73514525615475,"historical",NA,NA
"111","East Kootenay",2021,3,2021-03-01,7.77801371961441,"historical",NA,NA
"112","East Kootenay",2021,4,2021-04-01,6.43129187880528,"historical",NA,NA
"113","East Kootenay",2021,5,2021-05-01,6.1322302324677,"historical",NA,NA
"114","East Kootenay",2021,6,2021-06-01,6.08146869803023,"historical",NA,NA
"115","East Kootenay",2021,7,2021-07-01,7.95580253360585,"historical",NA,NA
"116","East Kootenay",2021,8,2021-08-01,15.7232875183912,"historical",NA,NA
"117","East Kootenay",2021,9,2021-09-01,11.0970918037902,"historical",NA,NA
"118","East Kootenay",2021,10,2021-10-01,7.83388951083912,"historical",NA,NA
"119","East Kootenay",2021,11,2021-11-01,9.24425967233054,"historical",NA,NA
"120","East Kootenay",2021,12,2021-12-01,9.21779118853538,"historical",NA,NA
"121","East Kootenay",2022,1,2022-01-01,9.11994266798723,"historical",NA,NA
"122","East Kootenay",2022,2,2022-02-01,8.73514525615475,"historical",NA,NA
"123","East Kootenay",2022,3,2022-03-01,7.77801371961441,"historical",NA,NA
"124","East Kootenay",2022,4,2022-04-01,6.43129187880528,"historical",NA,NA
"125","East Kootenay",2022,5,2022-05-01,6.1322302324677,"historical",NA,NA
"126","East Kootenay",2022,6,2022-06-01,6.08146869803023,"historical",NA,NA
"127","East Kootenay",2022,7,2022-07-01,7.95580253360585,"historical",NA,NA
"128","East Kootenay",2022,8,2022-08-01,15.7232875183912,"historical",NA,NA
"129","East Kootenay",2022,9,2022-09-01,11.0970918037902,"historical",NA,NA
"130","East Kootenay",2022,10,2022-10-01,7.83388951083912,"historical",NA,NA
"131","East Kootenay",2022,11,2022-11-01,9.24425967233054,"historical",NA,NA
"132","East Kootenay",2022,12,2022-12-01,9.21779118853538,"historical",NA,NA
"133","Kootenay Boundary",2012,1,2012-01-01,8.45264622676161,"historical",NA,NA
"134","Kootenay Boundary",2012,2,2012-02-01,8.88378144997454,"historical",NA,NA
"135","Kootenay Boundary",2012,3,2012-03-01,7.08775922116956,"historical",NA,NA
"136","Kootenay Boundary",2012,4,2012-04-01,6.28868713063148,"historical",NA,NA
"137","Kootenay Boundary",2012,5,2012-05-01,5.50731731759809,"historical",NA,NA
"138","Kootenay Boundary",2012,6,2012-06-01,5.51824362040013,"historical",NA,NA
"139","Kootenay Boundary",2012,7,2012-07-01,6.86762492075083,"historical",NA,NA
"140","Kootenay Boundary",2012,8,2012-08-01,6.38195774716447,"historical",NA,NA
"141","Kootenay Boundary",2012,9,2012-09-01,7.17985473903236,"historical",NA,NA
"142","Kootenay Boundary",2012,10,2012-10-01,5.83669590891467,"historical",NA,NA
"143","Kootenay Boundary",2012,11,2012-11-01,5.75465317729699,"historical",NA,NA
"144","Kootenay Boundary",2012,12,2012-12-01,5.59941908891082,"historical",NA,NA
"145","Kootenay Boundary",2013,1,2013-01-01,9.36084317095593,"historical",NA,NA
"146","Kootenay Boundary",2013,2,2013-02-01,8.85351397754708,"historical",NA,NA
"147","Kootenay Boundary",2013,3,2013-03-01,7.55823399507853,"historical",NA,NA
"148","Kootenay Boundary",2013,4,2013-04-01,6.02614180819036,"historical",NA,NA
"149","Kootenay Boundary",2013,5,2013-05-01,5.62572079862462,"historical",NA,NA
"150","Kootenay Boundary",2013,6,2013-06-01,5.31315357513493,"historical",NA,NA
"151","Kootenay Boundary",2013,7,2013-07-01,5.03427993402709,"historical",NA,NA
"152","Kootenay Boundary",2013,8,2013-08-01,6.54264618448531,"historical",NA,NA
"153","Kootenay Boundary",2013,9,2013-09-01,6.02595795708152,"historical",NA,NA
"154","Kootenay Boundary",2013,10,2013-10-01,7.62709294238965,"historical",NA,NA
"155","Kootenay Boundary",2013,11,2013-11-01,8.15630303171687,"historical",NA,NA
"156","Kootenay Boundary",2013,12,2013-12-01,7.44482864515982,"historical",NA,NA
"157","Kootenay Boundary",2014,1,2014-01-01,9.34423574986223,"historical",NA,NA
"158","Kootenay Boundary",2014,2,2014-02-01,8.63452349617818,"historical",NA,NA
"159","Kootenay Boundary",2014,3,2014-03-01,7.41755168464272,"historical",NA,NA
"160","Kootenay Boundary",2014,4,2014-04-01,5.94972960824369,"historical",NA,NA
"161","Kootenay Boundary",2014,5,2014-05-01,5.68613449527885,"historical",NA,NA
"162","Kootenay Boundary",2014,6,2014-06-01,4.69496664396616,"historical",NA,NA
"163","Kootenay Boundary",2014,7,2014-07-01,7.59384856652111,"historical",NA,NA
"164","Kootenay Boundary",2014,8,2014-08-01,9.48343429260184,"historical",NA,NA
"165","Kootenay Boundary",2014,9,2014-09-01,5.29766118672543,"historical",NA,NA
"166","Kootenay Boundary",2014,10,2014-10-01,6.3020238832881,"historical",NA,NA
"167","Kootenay Boundary",2014,11,2014-11-01,9.53880910541475,"historical",NA,NA
"168","Kootenay Boundary",2014,12,2014-12-01,8.37582417323493,"historical",NA,NA
"169","Kootenay Boundary",2015,1,2015-01-01,9.6635696813506,"historical",NA,NA
"170","Kootenay Boundary",2015,2,2015-02-01,8.7510712655625,"historical",NA,NA
"171","Kootenay Boundary",2015,3,2015-03-01,7.541318319594,"historical",NA,NA
"172","Kootenay Boundary",2015,4,2015-04-01,5.58925805075542,"historical",NA,NA
"173","Kootenay Boundary",2015,5,2015-05-01,5.99341420157125,"historical",NA,NA
"174","Kootenay Boundary",2015,6,2015-06-01,6.02865143101111,"historical",NA,NA
"175","Kootenay Boundary",2015,7,2015-07-01,10.2566621717252,"historical",NA,NA
"176","Kootenay Boundary",2015,8,2015-08-01,33.1694289368221,"historical",NA,NA
"177","Kootenay Boundary",2015,9,2015-09-01,6.71008998113872,"historical",NA,NA
"178","Kootenay Boundary",2015,10,2015-10-01,7.94725823241761,"historical",NA,NA
"179","Kootenay Boundary",2015,11,2015-11-01,10.1526853644212,"historical",NA,NA
"180","Kootenay Boundary",2015,12,2015-12-01,9.55090736402043,"historical",NA,NA
"181","Kootenay Boundary",2016,1,2016-01-01,9.31957741597934,"historical",NA,NA
"182","Kootenay Boundary",2016,2,2016-02-01,9.11596390847883,"historical",NA,NA
"183","Kootenay Boundary",2016,3,2016-03-01,7.44881368454472,"historical",NA,NA
"184","Kootenay Boundary",2016,4,2016-04-01,6.66854263651581,"historical",NA,NA
"185","Kootenay Boundary",2016,5,2016-05-01,5.57453087359412,"historical",NA,NA
"186","Kootenay Boundary",2016,6,2016-06-01,5.26216411870806,"historical",NA,NA
"187","Kootenay Boundary",2016,7,2016-07-01,4.89003704834015,"historical",NA,NA
"188","Kootenay Boundary",2016,8,2016-08-01,6.01175061060801,"historical",NA,NA
"189","Kootenay Boundary",2016,9,2016-09-01,5.34977642641042,"historical",NA,NA
"190","Kootenay Boundary",2016,10,2016-10-01,7.6427684496198,"historical",NA,NA
"191","Kootenay Boundary",2016,11,2016-11-01,9.2177599284129,"historical",NA,NA
"192","Kootenay Boundary",2016,12,2016-12-01,9.06716362521669,"historical",NA,NA
"193","Kootenay Boundary",2017,1,2017-01-01,9.34036589723968,"historical",NA,NA
"194","Kootenay Boundary",2017,2,2017-02-01,8.76756233519885,"historical",NA,NA
"195","Kootenay Boundary",2017,3,2017-03-01,7.69330938341248,"historical",NA,NA
"196","Kootenay Boundary",2017,4,2017-04-01,6.28549081474864,"historical",NA,NA
"197","Kootenay Boundary",2017,5,2017-05-01,6.17582912802346,"historical",NA,NA
"198","Kootenay Boundary",2017,6,2017-06-01,5.36825205252859,"historical",NA,NA
"199","Kootenay Boundary",2017,7,2017-07-01,9.33516470663571,"historical",NA,NA
"200","Kootenay Boundary",2017,8,2017-08-01,26.7950193741948,"historical",NA,NA
"201","Kootenay Boundary",2017,9,2017-09-01,20.7155444106705,"historical",NA,NA
"202","Kootenay Boundary",2017,10,2017-10-01,9.56665038281838,"historical",NA,NA
"203","Kootenay Boundary",2017,11,2017-11-01,10.372201685887,"historical",NA,NA
"204","Kootenay Boundary",2017,12,2017-12-01,10.6853045495044,"historical",NA,NA
"205","Kootenay Boundary",2018,1,2018-01-01,8.59726452684015,"historical",NA,NA
"206","Kootenay Boundary",2018,2,2018-02-01,8.69365547957323,"historical",NA,NA
"207","Kootenay Boundary",2018,3,2018-03-01,7.90309861561041,"historical",NA,NA
"208","Kootenay Boundary",2018,4,2018-04-01,7.73146650307892,"historical",NA,NA
"209","Kootenay Boundary",2018,5,2018-05-01,7.24015228288149,"historical",NA,NA
"210","Kootenay Boundary",2018,6,2018-06-01,5.98887218334513,"historical",NA,NA
"211","Kootenay Boundary",2018,7,2018-07-01,8.75433003788074,"historical",NA,NA
"212","Kootenay Boundary",2018,8,2018-08-01,78.0201991969808,"historical",NA,NA
"213","Kootenay Boundary",2018,9,2018-09-01,22.8316448001218,"historical",NA,NA
"214","Kootenay Boundary",2018,10,2018-10-01,10.8610021851083,"historical",NA,NA
"215","Kootenay Boundary",2018,11,2018-11-01,10.2712096678718,"historical",NA,NA
"216","Kootenay Boundary",2018,12,2018-12-01,9.32046289395596,"historical",NA,NA
"217","Kootenay Boundary",2019,1,2019-01-01,9.11661508822115,"historical",NA,NA
"218","Kootenay Boundary",2019,2,2019-02-01,8.90333519879785,"historical",NA,NA
"219","Kootenay Boundary",2019,3,2019-03-01,8.29335726417061,"historical",NA,NA
"220","Kootenay Boundary",2019,4,2019-04-01,6.0290932662564,"historical",NA,NA
"221","Kootenay Boundary",2019,5,2019-05-01,6.80367983351231,"historical",NA,NA
"222","Kootenay Boundary",2019,6,2019-06-01,5.58135212358263,"historical",NA,NA
"223","Kootenay Boundary",2019,7,2019-07-01,7.51252518307072,"historical",NA,NA
"224","Kootenay Boundary",2019,8,2019-08-01,6.10723639456941,"historical",NA,NA
"225","Kootenay Boundary",2019,9,2019-09-01,5.4607406936136,"historical",NA,NA
"226","Kootenay Boundary",2019,10,2019-10-01,8.13231687715237,"historical",NA,NA
"227","Kootenay Boundary",2019,11,2019-11-01,11.1347399081473,"historical",NA,NA
"228","Kootenay Boundary",2019,12,2019-12-01,9.65929025292063,"historical",NA,NA
"229","Kootenay Boundary",2020,1,2020-01-01,8.82785013390895,"historical",NA,NA
"230","Kootenay Boundary",2020,2,2020-02-01,8.7832333716159,"historical",NA,NA
"231","Kootenay Boundary",2020,3,2020-03-01,7.69821209758351,"historical",NA,NA
"232","Kootenay Boundary",2020,4,2020-04-01,6.8916443830301,"historical",NA,NA
"233","Kootenay Boundary",2020,5,2020-05-01,5.65798780924276,"historical",NA,NA
"234","Kootenay Boundary",2020,6,2020-06-01,5.70762638838198,"historical",NA,NA
"235","Kootenay Boundary",2020,7,2020-07-01,6.27696197429021,"historical",NA,NA
"236","Kootenay Boundary",2020,8,2020-08-01,7.80006204961827,"historical",NA,NA
"237","Kootenay Boundary",2020,9,2020-09-01,15.8352139512798,"historical",NA,NA
"238","Kootenay Boundary",2020,10,2020-10-01,8.21326632807354,"historical",NA,NA
"239","Kootenay Boundary",2020,11,2020-11-01,9.01791271148383,"historical",NA,NA
"240","Kootenay Boundary",2020,12,2020-12-01,10.1442700988489,"historical",NA,NA
"241","Kootenay Boundary",2021,1,2021-01-01,9.1330525643603,"historical",NA,NA
"242","Kootenay Boundary",2021,2,2021-02-01,8.73987211730293,"historical",NA,NA
"243","Kootenay Boundary",2021,3,2021-03-01,7.69754442333806,"historical",NA,NA
"244","Kootenay Boundary",2021,4,2021-04-01,6.40454692352378,"historical",NA,NA
"245","Kootenay Boundary",2021,5,2021-05-01,5.99972158496745,"historical",NA,NA
"246","Kootenay Boundary",2021,6,2021-06-01,5.5397478384516,"historical",NA,NA
"247","Kootenay Boundary",2021,7,2021-07-01,7.5533149929101,"historical",NA,NA
"248","Kootenay Boundary",2021,8,2021-08-01,19.7931107064808,"historical",NA,NA
"249","Kootenay Boundary",2021,9,2021-09-01,10.6597056176598,"historical",NA,NA
"250","Kootenay Boundary",2021,10,2021-10-01,8.02646781680172,"historical",NA,NA
"251","Kootenay Boundary",2021,11,2021-11-01,9.29147854006471,"historical",NA,NA
"252","Kootenay Boundary",2021,12,2021-12-01,8.82566436631528,"historical",NA,NA
"253","Kootenay Boundary",2022,1,2022-01-01,9.1330525643603,"historical",NA,NA
"254","Kootenay Boundary",2022,2,2022-02-01,8.73987211730293,"historical",NA,NA
"255","Kootenay Boundary",2022,3,2022-03-01,7.69754442333806,"historical",NA,NA
"256","Kootenay Boundary",2022,4,2022-04-01,6.40454692352378,"historical",NA,NA
"257","Kootenay Boundary",2022,5,2022-05-01,5.99972158496745,"historical",NA,NA
"258","Kootenay Boundary",2022,6,2022-06-01,5.5397478384516,"historical",NA,NA
"259","Kootenay Boundary",2022,7,2022-07-01,7.5533149929101,"historical",NA,NA
"260","Kootenay Boundary",2022,8,2022-08-01,19.7931107064808,"historical",NA,NA
"261","Kootenay Boundary",2022,9,2022-09-01,10.6597056176598,"historical",NA,NA
"262","Kootenay Boundary",2022,10,2022-10-01,8.02646781680172,"historical",NA,NA
"263","Kootenay Boundary",2022,11,2022-11-01,9.29147854006471,"historical",NA,NA
"264","Kootenay Boundary",2022,12,2022-12-01,8.82566436631528,"historical",NA,NA
"265","Okanagan",2012,1,2012-01-01,7.7438141543437,"historical",NA,NA
"266","Okanagan",2012,2,2012-02-01,8.40846750238348,"historical",NA,NA
"267","Okanagan",2012,3,2012-03-01,6.27875079618118,"historical",NA,NA
"268","Okanagan",2012,4,2012-04-01,5.94437134769242,"historical",NA,NA
"269","Okanagan",2012,5,2012-05-01,5.64926910540078,"historical",NA,NA
"270","Okanagan",2012,6,2012-06-01,5.38903187872959,"historical",NA,NA
"271","Okanagan",2012,7,2012-07-01,7.9669757453695,"historical",NA,NA
"272","Okanagan",2012,8,2012-08-01,6.6694137250374,"historical",NA,NA
"273","Okanagan",2012,9,2012-09-01,7.5577077836958,"historical",NA,NA
"274","Okanagan",2012,10,2012-10-01,6.72418073701809,"historical",NA,NA
"275","Okanagan",2012,11,2012-11-01,7.86824377058396,"historical",NA,NA
"276","Okanagan",2012,12,2012-12-01,6.09754195628462,"historical",NA,NA
"277","Okanagan",2013,1,2013-01-01,8.67590171284665,"historical",NA,NA
"278","Okanagan",2013,2,2013-02-01,7.98663801640743,"historical",NA,NA
"279","Okanagan",2013,3,2013-03-01,6.93863237692962,"historical",NA,NA
"280","Okanagan",2013,4,2013-04-01,5.68870773273041,"historical",NA,NA
"281","Okanagan",2013,5,2013-05-01,6.07022360545993,"historical",NA,NA
"282","Okanagan",2013,6,2013-06-01,5.3578288327974,"historical",NA,NA
"283","Okanagan",2013,7,2013-07-01,5.42078601740884,"historical",NA,NA
"284","Okanagan",2013,8,2013-08-01,6.93851820475476,"historical",NA,NA
"285","Okanagan",2013,9,2013-09-01,6.67292973527484,"historical",NA,NA
"286","Okanagan",2013,10,2013-10-01,7.90098358425921,"historical",NA,NA
"287","Okanagan",2013,11,2013-11-01,9.44879723536942,"historical",NA,NA
"288","Okanagan",2013,12,2013-12-01,6.31460004948529,"historical",NA,NA
"289","Okanagan",2014,1,2014-01-01,9.33826167510266,"historical",NA,NA
"290","Okanagan",2014,2,2014-02-01,8.30137257407002,"historical",NA,NA
"291","Okanagan",2014,3,2014-03-01,6.84300126005973,"historical",NA,NA
"292","Okanagan",2014,4,2014-04-01,5.75618785166198,"historical",NA,NA
"293","Okanagan",2014,5,2014-05-01,5.2005099743844,"historical",NA,NA
"294","Okanagan",2014,6,2014-06-01,4.79126305453386,"historical",NA,NA
"295","Okanagan",2014,7,2014-07-01,7.8282037408637,"historical",NA,NA
"296","Okanagan",2014,8,2014-08-01,9.91782364332263,"historical",NA,NA
"297","Okanagan",2014,9,2014-09-01,5.65589917537692,"historical",NA,NA
"298","Okanagan",2014,10,2014-10-01,7.2988279016215,"historical",NA,NA
"299","Okanagan",2014,11,2014-11-01,11.279520232081,"historical",NA,NA
"300","Okanagan",2014,12,2014-12-01,10.0561538796319,"historical",NA,NA
"301","Okanagan",2015,1,2015-01-01,8.76009943515115,"historical",NA,NA
"302","Okanagan",2015,2,2015-02-01,8.44886388869957,"historical",NA,NA
"303","Okanagan",2015,3,2015-03-01,8.37216866064522,"historical",NA,NA
"304","Okanagan",2015,4,2015-04-01,6.04685763778587,"historical",NA,NA
"305","Okanagan",2015,5,2015-05-01,6.44229596863209,"historical",NA,NA
"306","Okanagan",2015,6,2015-06-01,6.25155307894881,"historical",NA,NA
"307","Okanagan",2015,7,2015-07-01,9.19738753797335,"historical",NA,NA
"308","Okanagan",2015,8,2015-08-01,26.8661906108533,"historical",NA,NA
"309","Okanagan",2015,9,2015-09-01,6.01029419700564,"historical",NA,NA
"310","Okanagan",2015,10,2015-10-01,7.96374275737578,"historical",NA,NA
"311","Okanagan",2015,11,2015-11-01,10.5202955046207,"historical",NA,NA
"312","Okanagan",2015,12,2015-12-01,8.59377617333495,"historical",NA,NA
"313","Okanagan",2016,1,2016-01-01,9.08452214396872,"historical",NA,NA
"314","Okanagan",2016,2,2016-02-01,8.17074934074299,"historical",NA,NA
"315","Okanagan",2016,3,2016-03-01,6.83604455531152,"historical",NA,NA
"316","Okanagan",2016,4,2016-04-01,6.54748218845811,"historical",NA,NA
"317","Okanagan",2016,5,2016-05-01,5.19686153938527,"historical",NA,NA
"318","Okanagan",2016,6,2016-06-01,5.0717536908894,"historical",NA,NA
"319","Okanagan",2016,7,2016-07-01,4.6935108791163,"historical",NA,NA
"320","Okanagan",2016,8,2016-08-01,5.80093075211604,"historical",NA,NA
"321","Okanagan",2016,9,2016-09-01,6.0427572167299,"historical",NA,NA
"322","Okanagan",2016,10,2016-10-01,7.72261052050723,"historical",NA,NA
"323","Okanagan",2016,11,2016-11-01,9.35435142921591,"historical",NA,NA
"324","Okanagan",2016,12,2016-12-01,8.48569688739336,"historical",NA,NA
"325","Okanagan",2017,1,2017-01-01,8.59059989678634,"historical",NA,NA
"326","Okanagan",2017,2,2017-02-01,8.58330268663932,"historical",NA,NA
"327","Okanagan",2017,3,2017-03-01,6.63073890143989,"historical",NA,NA
"328","Okanagan",2017,4,2017-04-01,5.57917389318123,"historical",NA,NA
"329","Okanagan",2017,5,2017-05-01,5.74614954069843,"historical",NA,NA
"330","Okanagan",2017,6,2017-06-01,5.39078237062937,"historical",NA,NA
"331","Okanagan",2017,7,2017-07-01,16.4674939947822,"historical",NA,NA
"332","Okanagan",2017,8,2017-08-01,31.5226857323976,"historical",NA,NA
"333","Okanagan",2017,9,2017-09-01,17.2796974187637,"historical",NA,NA
"334","Okanagan",2017,10,2017-10-01,8.64986054217593,"historical",NA,NA
"335","Okanagan",2017,11,2017-11-01,10.4057573508294,"historical",NA,NA
"336","Okanagan",2017,12,2017-12-01,7.76819612880518,"historical",NA,NA
"337","Okanagan",2018,1,2018-01-01,8.11590479456529,"historical",NA,NA
"338","Okanagan",2018,2,2018-02-01,8.17382942157105,"historical",NA,NA
"339","Okanagan",2018,3,2018-03-01,7.78765364678552,"historical",NA,NA
"340","Okanagan",2018,4,2018-04-01,6.32407299283358,"historical",NA,NA
